Name	..NM89_RPMI_salmon.quant.sf	..NM90_RPMI_HS5_salmon.quant.sf	..NM91_MM1S_salmon.quant.sf	..NM92_MM1S_HS5_salmon.quant.sf	..NM95_KMS11_salmon.quant.sf	..NM96_KMS11_HS5_salmon.quant.sf
AC009133.15	172.623	191.87099999999998	509.17699999999996	539.9169999999999	58.1092	52.31
AC009133.17	160.356	137.173	74.3156	137.20600000000002	14.7233	31.314
AC009133.21	16.17	23.3809	42.6479	44.8706	2.08533	5.1334
AC009158.1	36.32392	21.657339999999998	12.17465	19.18342	1.31116	5.214180000000001
AC009166.7	17.4648	22.8236	14.9305	27.6738	2.0364299999999997	2.17207
AC009227.2	20.0874	29.5459	11.7774	29.4328	6.421209999999999	2.3755
AC009245.3	23.1033	21.1267	12.7083	17.9171	2.11495	4.2114199999999995
AC009264.1	83.84864	62.528119999999994	13.80809	25.82826	5.02731	7.286580000000001
AC009299.2	98.21933	36.52467	16.04775	40.03001	1.01	2.01
AC009299.3	2144.837	1103.261	463.601	599.02	8.01	7.02
AC009299.4	328.04699999999997	355.095	5.01	10.01	14.01	16.01
AC009303.1	3.1501900000000003	2.01	10.02917	3.02	3.065	1.01
AC009303.2	53.0613	161.701	74.3673	66.7022	11.3024	22.5146
AC009403.2	875.20112	976.68284	740.0624799999999	1011.3594	228.80619	204.89711
AC009404.2	205.218	170.9738	198.30599999999998	215.295	49.0064	49.1836
AC009473.1	57.2214	39.0337	14.82	18.01	8.13904	4.40148
AC009487.6	60.1878	71.2504	107.971	64.7212	17.468	6.885339999999999
AC009501.4	33.9618	36.16166	14.0859	12.1436	4.02037	4.02677
AC009502.4	71.1137	63.9291	27.7525	30.95465	4.17355	6.80319
AC009505.2	36.65935	31.96844	55.78494	71.9726	1.01188	7.44655
AC009506.1	263.231	524.238	214.31099999999998	240.24099999999999	22.8054	27.5525
AC009542.2	7.09245	24.78424	12.4352	4.04593	1.0258	2.0241
AC009784.3	44.0349	42.9605	1.0568600000000001	10.0161	7.0496300000000005	12.6671
AC009948.5	3171.1792	3225.4057	791.62297	1348.86439	798.2348	1001.9331199999999
AC009950.2	220.07943999999998	305.38673	81.31178	122.51872	16.55122	26.28613
AC009961.3	156.7849	200.2619	162.1182	148.7421	49.5607	45.20309
AC009963.3	11.9282	7.305460000000001	5.876119999999999	10.3174	3.61766	2.01
AC009967.3	12.3287	18.9186	9.33389	20.5765	5.0879	3.50607
AC010086.2	4.6468300000000005	1.01504	31.9899	20.9341	1.87322	4.1826
AC010096.2	79.2472	65.4924	38.3184	28.6596	5.40895	2.67918
AC010127.3	65.09888000000001	59.60881	27.22863	52.3418	5.33049	6.044969999999999
AC010148.1	46.5169	52.1139	26.68845	34.14996	8.09264	12.639439999999999
AC010226.4	54.330659999999995	54.0041	69.1739	135.6646	11.9566	33.37978
AC010287.1	20.1549	21.9438	9.73718	28.2701	6.30056	3.21224
AC010319.1	103.596	40.0872	20.9866	16.2788	24.01	31.8696
AC010412.1	5.95861	8.42042	4.20643	1.15557	1.75538	3.9245
AC010468.1	46.121	36.1478	54.6734	79.2802	14.1931	11.6746
AC010504.2	10.6235	28.3633	20.7557	13.0835	1.01116	5.94934
AC010524.2	499.18300000000005	517.1469999999999	24.322	35.4285	3.25279	10.5314
AC010525.4	17.3163	58.2142	11.9233	9.84971	2.1052299999999997	1.24952
AC010547.9	134.357	107.97399999999999	90.86	98.294	31.8185	48.6616
AC010641.1	1.01	5.08488	8.0533	5.20453	3.01	2.09152
AC010642.1	161.637	206.33700000000002	1.64687	8.824060000000001	93.5232	120.602
AC010729.1	106.413	50.7539	14.4972	8.01	2.43268	7.01
AC010731.2	74.8278	13.5173	20.01	12.01	3.01	4.01
AC010761.13	39.6302	17.653	18.2441	6.22182	17.01	22.01
AC010761.8	912.495	1121.14	1041.42	882.8510000000001	204.52200000000002	268.248
AC010761.9	4.17175	8.96469	11.0776	5.34082	1.11303	2.11363
AC010883.5	283.168	73.1135	13.3679	16.0793	3.0434799999999997	4.197769999999999
AC010884.2	53.3403	37.6824	9.30069	45.4825	7.266610000000001	5.57187
AC010894.3	125.0503	169.0302	38.03	53.03	5.03	8.02
AC010900.2	17.01	19.01	6.01	8.01	2.01	5.62185
AC010970.2	788650.0	235016.0	338917.0	805242.0	99675.1	109058.0
AC010971.1	29.9047	29.6628	14.193	16.8967	2.0225400000000002	6.0757699999999994
AC010976.2	63.33574	123.63051000000002	61.60606	78.91062	11.823260000000001	18.09844
AC010980.2	34.52641	48.948570000000004	92.69797	129.71095	225.31966	167.78355
AC011247.3	16.0869	28.2722	17.01	68.7162	1.01	13.2657
AC011288.2	65.1559	37.214659999999995	12.7726	29.5089	3.3882800000000004	3.3806
AC011290.5	5.015619999999999	13.5063	2.12485	19.018	5.01	6.016
AC011294.3	60.9137	68.4082	25.401999999999997	31.0331	8.98506	4.80506
AC011330.13	102.01	44.102	43.0205	60.01	8.01	11.01
AC011524.3	9.01	5.72659	3.01	4.01	2.01	7.01
AC011558.5	171.787	439.00699999999995	517.377	606.375	93.0979	113.021
AC011718.2	29.36317	15.8212	14.30671	18.692999999999998	3.32997	10.279860000000001
AC011738.4	7.23212	11.01	42.4642	16.1574	2.01	3.01
AC011747.4	669.3610000000001	610.987	361.733	378.24800000000005	78.5055	100.485
AC011747.6	719.18	510.478	567.505	1613.89	208.678	152.486
AC011753.5	13.6643	18.7043	3.18729	2.04961	2.15056	2.6490400000000003
AC011893.3	41.8428	20.7496	28.9388	25.2973	1.7447599999999999	7.5589699999999995
AC012005.3	10.146	11.6736	12.4647	18.2569	1.01231	2.01556
AC012074.2	63.5967	36.8452	21.4131	25.4193	19.0648	30.780540000000002
AC012146.7	1644.9514	1658.3453	1703.7337	3428.1927	122.92408999999999	129.36231
AC012314.20	2.53769	27.6776	5.684019999999999	5.02166	1.01842	2.07597
AC012314.8	123.012	158.446	60.1927	108.181	11.8236	18.6888
AC012358.4	48.0566	60.3629	21.6005	18.2107	9.01	13.4581
AC012358.7	122.757	71.9274	61.5948	74.0001	13.362	18.4739
AC012358.8	95.87809	120.81746000000001	55.472319999999996	69.5663	17.21193	38.3281
AC012360.4	24.0118	12.9903	13.1504	1.01	1.01	4.01077
AC012360.6	56.9797	52.6819	257.254	311.79400000000004	4.22393	5.04332
AC012370.3	19.86051	7.766260000000001	7.25289	7.46948	2.02267	2.85432
AC012442.6	48.7894	47.7162	21.628	5.9631	1.25522	3.5753800000000004
AC012454.4	31.305999999999997	20.349	3.20613	14.2301	3.31155	1.12006
AC012456.4	39.01	53.6121	15.01	37.9479	1.01	2.01
AC012507.3	64.89399999999999	36.4163	7.03211	13.02	8.02	8.02
AC012513.6	9.32151	8.7498	11.8709	2.38888	1.0852700000000002	1.4296200000000001
AC012593.1	9.823080000000001	10.76047	13.69493	34.99644	3.4622699999999997	4.44683
AC012594.1	66.11161	84.21524000000001	31.70699	68.8611	9.13064	6.55404
AC013439.4	14.01	13.015	4.45694	15.01	1.01	1.01
AC013448.1	35.1866	26.379	15.2614	25.3273	7.994269999999999	14.2734
AC013461.1	2257.50675	7403.06632	3801.6681799999997	6378.58289	2154.96035	2094.85082
AC013474.4	3.19868	5.151	6.91535	13.8078	2.02332	2.0175799999999997
AC015691.13	12.0191	12.0037	21.3135	15.0799	3.68105	2.9777299999999998
AC015849.16	55.6385	58.9663	47.9883	109.6806	22.18659	41.8323
AC015849.19	80.3198	70.5915	44.2079	41.6711	8.28219	14.5323
AC015969.3	37.9701	8.15531	8.2388	10.2888	2.20642	3.0828
AC015971.2	16.44388	44.417790000000004	46.29502	49.7847	6.86181	12.8855
AC015971.3	7.778169999999999	11.3804	28.9137	2.77949	3.7041199999999996	4.949319999999999
AC015987.1	15.0297	12.4043	4.768269999999999	16.055	5.01	4.01
AC016629.3	38.7691	54.5239	8.56885	22.95146	4.52326	13.4663
AC016700.5	26.01	7.01	45.01	39.01	31.01	31.01
AC016712.1	22.109	14.4446	16.3804	10.702	2.6726400000000003	7.28455
AC016722.3	31.4044	29.3635	13.5675	20.4018	5.01	9.221
AC016722.4	158.024	87.4621	46.0647	46.3684	8.68817	12.762
AC016734.2	10.8203	14.683	8.55733	34.5638	2.28191	1.1070799999999998
AC016747.3	2899.6295	2557.2649	654.55327	1471.5049	360.7475	441.34177999999997
AC016831.7	61.1345	49.5908	28.6925	53.6552	14.9348	18.6159
AC016907.3	639.6295200000001	536.435	443.68300000000005	864.597	177.99900000000002	173.19400000000002
AC016909.1	58.9375	20.1842	20.8202	7.511880000000001	1.01	1.01
AC017002.1	8.01	7.30387	5.01	8.03947	1.01	5.01
AC017002.2	13.905999999999999	15.4803	49.6756	41.4085	4.66723	11.5892
AC017074.2	82.0103	98.0753	27.8044	70.6974	7.85451	7.30492
AC017081.1	313.025	420.485	433.70099999999996	534.863	251.412	308.899
AC017104.2	29.2006	22.2156	34.5214	17.8342	8.62827	11.2388
AC017104.3	8.01	14.01	10.0112	26.01	4.01	3.01
AC018462.2	77.2267	95.7506	120.67299999999999	135.1615	11.2732	2.31302
AC018766.4	136.009	127.721	129.593	195.80700000000002	17.788	35.6084
AC018766.6	28.9136	22.9916	20.8218	22.0948	4.27725	8.041830000000001
AC018804.7	223.4151	371.4947	8.06204	7.697189999999999	1.01128	1.04538
AC018890.4	21.253	28.4074	9.01	11.0948	1.13133	4.01
AC018892.9	11.3208	12.6476	9.57249	15.8922	3.1903900000000003	2.91283
AC019050.1	32.082	51.1048	35.6186	48.3609	5.72676	9.80444
AC019097.7	45.5363	24.1219	13.5742	42.6712	3.62224	4.96863
AC019117.2	14.9165	22.1017	10.2066	8.01	2.01	3.01
AC019185.4	1.5566	8.48296	5.04364	3.46789	4.79404	1.0298399999999999
AC019196.1	44.6809	3.7624199999999997	53.4709	128.67600000000002	10.2944	19.3839
AC019198.1	8.09642	15.7596	6.01	13.8042	1.01	4.991680000000001
AC020743.2	28.9275	37.9164	6.5435099999999995	9.760660000000001	2.33942	1.2425
AC020900.1	25.307	15.01	8.01	9.01	3.01	6.01
AC020956.3	15.9603	18.486	4.00245	3.2450799999999997	4.58476	1.18343
AC021106.1	40.01	38.01	31.01	48.01	17.01	6.01
AC021134.1	43.3332	252.46099999999998	28.01	46.4331	13.012	7.01
AC021188.4	253.38299999999998	245.447	23.01	27.01	16.01	16.0431
AC021192.1	59.867	47.2786	17.7376	24.7954	2.02271	12.3022
AC021218.2	10.01	33.1615	6.21729	16.01	2.01	1.0186
AC021224.1	2563.14	2891.16	1977.91	2380.68	310.17	349.755
AC022007.5	234.12605	278.00748	115.54732	137.52703	26.8212	62.994369999999996
AC022154.7	51.22453	96.0998	96.95614	147.09458	19.758879999999998	24.67729
AC022182.1	4.0809	7.06617	4.01	2.01	3.04676	1.0113
AC022182.2	14.2998	32.1643	15.1824	24.3478	8.10705	8.05764
AC022182.3	28.8384	38.5545	17.5176	39.9903	4.14936	3.9660800000000003
AC022201.4	97.2203	35.0828	12.081	14.1818	7.909669999999999	8.01
AC022405.1	5.95861	8.42042	4.20643	1.15557	1.75538	3.9245
AC022819.3	44.5993	42.4172	32.122	40.3512	7.282589999999999	9.07915
AC023115.2	17.18048	20.09757	20.4044	7.83027	1.2824799999999998	2.29946
AC023590.1	46.4238	76.67799000000001	17.4523	18.7886	6.28979	10.42243
AC024560.2	51.01	20.01	5.01	15.01	1.01	1.01
AC024560.3	1390.3044	1904.00123	2113.19632	2735.005	289.4963	363.6464
AC024592.12	422.37210999999996	468.15270999999996	480.3773	930.86	39.9736	240.7687
AC024610.1	154.708	58.5151	35.01	28.3168	61.9796	28.6154
AC025165.8	3.01956	7.223789999999999	2.0430900000000003	10.1511	28.3068	55.4806
AC025171.1	954.8648	1313.30428	82.03004	160.0401	26.37074	36.03
AC025284.1	378.795	339.418	286.553	703.1389999999999	173.53	188.06099999999998
AC025335.1	333.23900000000003	424.86400000000003	150.85399999999998	207.59799999999998	53.8524	55.6478
AC025442.3	11.0358	12.0905	8.14547	15.4699	2.03361	4.40656
AC026202.3	567.433	135.062	35.0173	98.01	1.01	3.01
AC026248.1	99.2801	60.6049	48.0519	63.4046	3.5219	16.8737
AC026366.1	33.6332	3.49261	45.4593	130.358	23.4644	33.5656
AC026992.1	31.5908	36.7902	76.2438	17.9294	8.267430000000001	6.879169999999999
AC027601.1	113.339	152.422	112.807	122.631	30.3925	40.6823
AC027612.6	378.9862	837.9537	901.0360099999999	1168.6683	353.7613	329.3425
AC034220.3	316.1524	222.0494	40.26404	32.3073	5.1141	8.08034
AC046143.3	13.0324	25.0756	20.1207	15.627	1.01221	2.03991
AC055714.1	29.5925	59.2511	31.9462	12.347000000000001	4.20309	5.681430000000001
AC058791.1	199.6998	299.1557	62.13001	107.3953	19.4863	42.65338
AC062017.1	258.9348	211.4641	30.02001	19.01	3.02	7.02
AC062028.1	6.10999	9.70037	10.41729	15.07599	3.35072	6.03287
AC062029.1	291.672	264.9352	167.8889	170.1857	46.4196	67.0396
AC063976.7	10.6237	33.6624	3.04108	8.712019999999999	5.48951	4.1666
AC064834.3	103.941	100.584	187.935	319.059	30.8946	16.0634
AC068134.10	56.551	51.815	83.2054	89.6079	34.786	53.5877
AC068282.3	545.1469999999999	582.5459999999999	159.843	183.229	9.10235	11.4905
AC068491.2	25.3061	41.3603	19.2209	21.0478	6.01	12.9257
AC068522.4	12.4745	15.7488	7.68027	20.0326	6.29053	12.5498
AC068533.7	102.04899999999999	219.84099999999998	196.364	81.7867	38.1134	12.591
AC068580.5	1.01	5.02703	16.024	9.05055	1.01	5.01
AC068580.6	13.0403	35.1316	51.1606	82.4757	13.0205	12.022
AC068831.10	446.46805	327.58326	26.114710000000002	43.4949	11.5527	23.96949
AC068831.15	54.2183	28.8211	21.5418	35.6249	6.0718	6.5352
AC068831.16	6.23067	23.8103	9.127180000000001	4.95763	2.15593	5.38226
AC068831.6	120.079	136.276	57.7365	53.9183	12.468	19.9082
AC069277.2	202.7091	152.19708	15.200920000000002	13.07645	8.23011	20.34197
AC069282.6	125.01	111.25	147.045	234.02900000000002	53.01	65.01
AC069363.1	22.317339999999998	24.417379999999998	229.65927000000002	97.42379	1.01	1.01
AC069513.4	30.8743	74.2134	45.3379	83.6994	6.58413	12.7185
AC072062.1	472.88394000000005	421.97012	93.1335	211.378	51.37393	46.2719
AC072062.3	18.84344	27.326629999999998	4.34719	18.16827	3.11638	11.626
AC073043.1	44.49623	27.004309999999997	27.855970000000003	37.97053	5.03299	16.339779999999998
AC073046.25	121.792	85.6405	79.8078	91.3137	74.1767	48.9103
AC073055.2	17.3012	15.1694	3.37996	13.2815	6.2319	8.02448
AC073063.10	47.6692	23.1414	12.1634	22.7674	4.03113	5.06843
AC073065.3	33.0126	71.7837	33.2041	15.0405	11.1711	25.7171
AC073130.1	447.525	439.22900000000004	130.761	139.371	73.485	93.2417
AC073133.1	2.01175	19.4494	8.25779	10.0743	9.33085	5.24512
AC073133.2	2.01	11.01	8.62165	31.8694	1.01	1.01
AC073254.1	102.97039000000001	169.47948	153.42713999999998	225.1885	30.07157	37.41977
AC073257.1	29.4183	41.8656	20.1703	18.8899	1.34039	1.70435
AC073283.4	73.24345	43.8333	22.01237	19.8123	2.11726	6.3802900000000005
AC073284.4	33.3205	93.2468	2.21202	3.1603	4.00568	4.26349
AC073325.2	2.02115	12.152000000000001	6.0766	6.0784	2.02217	1.01441
AC073333.1	784.2289999999999	1435.59	168.62	329.791	32.9752	57.4603
AC073343.13	22.8566	13.1511	2.34044	1.52186	13.63372	3.01
AC073415.2	41.0069	22.2679	23.0624	32.0493	11.2202	16.01
AC073465.3	14.9545	24.3212	23.0436	30.6199	1.01015	2.01028
AC073842.19	18.3667	11.3886	5.78644	26.6951	2.84967	3.0632
AC074117.10	2265.391	2365.327	995.99809	1340.102	283.0181	327.9945
AC074183.3	618.137	478.274	460.93199999999996	548.25	338.483	339.945
AC074212.5	141.8772	123.9967	28.41062	26.60385	10.29595	29.13634
AC074212.6	95.4826	46.659690000000005	9.07886	13.11774	10.7806	13.730979999999999
AC074286.1	657.80275	511.52072999999996	113.53671999999999	244.1663	55.1856	80.70966999999999
AC074289.1	491.45014000000003	463.10292999999996	161.65806	125.96538999999999	28.75412	35.5273
AC074391.2	73.2954	9.01	59.9785	58.7167	8.01	7.40458
AC078819.1	68.423	38.7259	38.8004	110.098	34.2318	13.8179
AC079127.1	13.0448	2.1503400000000004	1.01	11.01	6.05132	4.01
AC079250.1	21.1139	21.3886	14.4148	21.408	8.7644	4.37606
AC079305.10	22.4757	30.438000000000002	8.20374	13.3711	17.0897	6.762410000000001
AC079354.3	30.0571	34.6535	20.7423	36.2034	4.82113	11.0852
AC079354.5	13.0602	38.1386	18.7683	6.528980000000001	7.3380600000000005	6.01
AC079466.1	25485.6	46802.9	281.944	408.131	146.124	133.083
AC079610.2	252.02	318.04200000000003	186.908	218.118	63.656000000000006	67.1905
AC079776.3	105.779	51.6168	62.1905	91.7744	9.53487	16.0574
AC079807.2	165.1179	92.15801	55.38701999999999	49.06613	27.258740000000003	26.06244
AC079807.3	5.01119	1.01021	2.5951299999999997	8.01297	1.01	1.01005
AC079807.4	31.319190000000003	85.4857	26.459870000000002	29.9718	6.1542900000000005	8.66493
AC079922.3	132.208	159.2	174.235	58.3093	29.0681	17.01
AC079949.1	21.01	11.0104	4.01011	12.01	2.01	6.01
AC080008.1	30.0557	11.7203	58.0393	79.4826	6.68924	10.1259
AC083843.1	246.321	441.189	182.275	290.086	28.3121	45.01
AC083864.3	23.4306	13.4373	11.2505	16.1173	1.0155299999999998	6.62092
AC083884.8	75.25672	95.67730999999999	42.22392	46.21027	14.62665	22.80914
AC083899.3	380.335	761.1260000000001	853.5260000000001	970.877	92.3504	109.96799999999999
AC083949.1	45.61303	68.2522	47.049490000000006	33.37642	28.96545	34.88982
AC084117.3	29.8658	65.8332	29.3594	60.6138	12.1033	12.0307
AC084219.4	165.7139	210.2598	99.4483	208.5214	29.817970000000003	34.1454
AC087294.2	28.01	17.11571	23.43512	34.01	2.01031	6.34957
AC087430.1	21.5255	30.8693	19.642	29.3876	12.4735	19.5448
AC090044.2	22.01	35.5931	18.01	8.01	2.01	5.7967
AC090181.1	3.08284	4.57794	18.2935	7.445989999999999	6.744219999999999	6.575489999999999
AC090498.1	157.364	323.413	488.73	598.119	153.09	198.25599999999997
AC090505.4	14.2406	11.8398	7.733280000000001	13.022	3.0539099999999997	6.582489999999999
AC090505.6	14.265310000000001	20.765	24.02	38.8937	11.02	1.01
AC090587.4	100.00399999999999	120.27600000000001	209.771	222.993	53.2164	23.7028
AC090587.5	77.7573	81.2728	96.0168	67.3435	7.80355	18.365
AC090616.2	55.3953	57.0061	16.6467	51.1593	2.0253200000000002	1.01776
AC090644.1	1.8703599999999998	4.04799	3.01	9.01	3.01	2.2842700000000002
AC090945.1	36.0225	68.1643	36.0201	24.0285	9.01491	6.01
AC091132.1	18.8891	19.2504	125.89299999999999	160.827	9.21466	10.5402
AC091729.9	1003.0	957.5903900000001	353.6233	341.7611	149.02989	184.6466
AC091801.1	13.28251	11.245289999999999	12.93747	14.07691	3.28597	5.54695
AC091814.3	347.085	367.545	206.525	401.658	85.7953	116.238
AC091878.1	30.9171	20.9375	3.3080800000000004	24.5642	4.819369999999999	2.17061
AC092066.1	387.46	423.57300000000004	428.62300000000005	985.722	16.4407	24.5448
AC092159.2	95.0084	31.3621	38.7345	29.7055	1.33092	3.56875
AC092162.1	10.0157	8.60588	3.01	6.01	6.03	8.20765
AC092171.4	1174.17	1436.22	1093.28	1404.45	659.555	566.619
AC092265.1	10.01	3.01	1.04151	9.01	1.04044	1.01
AC092301.3	26.1127	17.789	24.9147	21.9144	6.14032	7.373239999999999
AC092338.5	20.01	15.0208	9.01	18.9439	1.01	11.01
AC092415.1	206.3261	135.5683	13.8413	21.8422	8.08451	9.51752
AC092431.3	31.4439	10.4886	7.026680000000001	8.22328	4.03669	6.624689999999999
AC092535.3	19.7283	12.772	7.2842	33.529	1.9565400000000002	6.10584
AC092620.2	31.1882	26.55961	10.33482	10.1778	3.01	3.6291900000000004
AC092669.3	1345.69	1247.74	787.048	646.61	205.498	248.658
AC092933.4	34.4852	35.6382	13.4691	37.4099	5.26072	11.9116
AC093063.2	6.87385	8.17573	132.326	502.37	21.7773	54.3722
AC093063.3	2.94564	2.70321	36.4773	75.9999	7.97244	9.36952
AC093107.7	6.01227	9.01632	16.0148	7.0429699999999995	4.0102199999999995	5.0102400000000005
AC093110.3	32.49212	28.708440000000003	27.1632	9.10711	11.4546	9.06996
AC093162.5	68.843	49.0164	36.369	8.12726	11.01	21.0865
AC093323.3	3512.375	2988.176	1326.004	2364.815	540.6131	561.9091
AC093375.1	42.26662	30.74612	3.01171	3.01247	17.01999	39.3788
AC093388.3	32.01	26.2794	21.2725	15.01	12.01	6.01
AC093495.4	81.01345	150.15851	79.01405	75.07291	7.515039999999999	18.91512
AC093616.4	149.509	343.47	798.8760000000001	823.0989999999999	266.832	354.485
AC093627.10	22.2531	31.3692	5.03711	13.0393	2.02283	7.04473
AC093627.9	56.4278	78.31533	14.02	7.1988199999999996	2.01	3.0651200000000003
AC093642.1	45.9395	68.5685	69.3856	59.223	21.3402	24.0955
AC093642.3	148.7921	122.5259	135.9119	81.7808	21.51202	24.36751
AC093642.5	519.71	450.1138	375.839	669.1669999999999	46.55997	44.67559
AC093668.1	4.25902	1.97095	0.719064	4.89874	0.5128520000000001	1.84875
AC093673.5	66.01	344.42	37.01	55.01	16.01	43.01
AC093724.2	190.612	271.492	132.17700000000002	233.607	75.7742	86.7029
AC093818.1	208.88517	321.32662999999997	888.2126199999999	1598.02468	44.2113	42.95561
AC093838.4	1813.0376	2458.114	3876.2309999999998	4801.9311	733.0509900000001	854.4605
AC093901.1	4.01963	1.01	16.02751	10.02	5.02	1.01
AC093906.1	7.1132100000000005	36.85	30.5145	12.6855	3.4107199999999995	9.13993
AC095030.1	5.499219999999999	8.43913	8.31092	9.93878	11.4684	5.9093
AC096579.13	14.6388	10.0683	126.389	249.87081	7.54569	10.7231
AC096669.1	12.63893	4.3440900000000005	10.7592	7.2512300000000005	3.01293	2.07009
AC096669.3	87.7519	75.5482	8.751330000000001	44.7861	5.90262	6.60624
AC096670.3	24.02	21.2768	14.37902	56.8866	10.14141	18.108710000000002
AC096772.6	462.211	422.355	230.62400000000002	294.383	84.8526	109.67299999999999
AC097374.2	6339.650439999999	3676.39	3086.99	4162.32	364.097	348.876
AC097467.2	32.21338	32.41111	16.684089999999998	16.43516	7.182060000000001	5.77785
AC097523.1	3.05698	10.752	7.1134699999999995	4.05973	2.06445	1.01624
AC097662.2	92.6029	120.90325	247.4997	473.40972	33.03	22.17815
AC097721.2	34.2327	79.28089	26.3028	40.3465	9.06338	24.02
AC097724.3	45.932990000000004	38.5139	20.5001	27.1803	1.01254	16.1227
AC098614.2	11.43833	52.1487	30.774959999999997	38.4033	6.1684	7.176010000000001
AC098617.1	16.155620000000003	39.25778	34.03255	36.14714	8.02	1.01
AC098820.3	123.3863	82.9084	53.11861	111.2644	12.4491	29.575940000000003
AC098820.4	45.8389	13.357999999999999	14.0783	13.9238	4.01	5.7946800000000005
AC098828.2	47.7393	13.2763	5.6791599999999995	19.77	1.4003299999999999	1.17861
AC099684.1	5.01	9.078	4.01	3.01	32.02005	28.01998
AC099850.1	149.95	171.304	38.3282	110.338	11.1356	24.4253
AC100830.3	42.7579	34.2027	40.9252	49.1212	11.9055	11.165
AC100830.5	3.01	15.01	4.01	7.01	1.01	1.01
AC103564.7	18.3506	33.6383	12.2737	29.901999999999997	6.01	15.6311
AC104024.2	92.01	38.01	12.01	12.01	4.01	1.01
AC104134.2	26.3842	29.0681	48.4609	55.5102	6.17264	7.882739999999999
AC104135.2	100.906	33.611	1.06406	1.09007	8.01137	6.5234
AC104389.28	13.0811	15.5722	2.20675	13.5993	6.25108	4.30497
AC104532.4	55.5377	48.2965	36.2878	55.9282	13.5673	1.68125
AC104534.2	19.3952	14.9462	2.62384	7.9336899999999995	3.74303	6.622839999999999
AC104653.1	149.7399	79.3182	78.1995	58.0601	1.01	1.01
AC104820.2	30.1906	26.2652	18.102629999999998	44.7134	8.02925	8.02318
AC105052.1	4.25902	1.97095	0.719064	4.89874	0.5128520000000001	1.84875
